Size, Recursive put calls
335, 8
336, 8
337, 8
338, 8
339, 8
340, 8
341, 8
342, 8
343, 8
344, 8
345, 8
346, 8
347, 8
348, 8
349, 8
350, 8
351, 8
352, 8
353, 8
354, 8
355, 8
356, 8
357, 8
358, 8
359, 8
360, 8
361, 8
362, 8
363, 8
364, 8
365, 8
366, 8
367, 8
368, 8
369, 8
370, 8
371, 8
372, 8
373, 8
374, 8
375, 8
376, 8
377, 8
378, 8
379, 8
380, 8
381, 8
382, 8
383, 8
384, 8
385, 8
386, 8
387, 8
388, 8
389, 8
390, 8
391, 8
392, 8
393, 8
394, 8
395, 8
396, 8
397, 8
398, 8
399, 8
400, 8
401, 8
402, 8
403, 8
404, 8
405, 8
406, 8
407, 8
408, 8
409, 8
410, 8
411, 8
412, 8
413, 8
414, 8
415, 8
416, 8
417, 8
418, 8
419, 8
420, 8
421, 8
422, 8
423, 8
424, 8
425, 8
426, 8
427, 8
428, 8
429, 8
430, 8
431, 8
432, 8
433, 8
434, 8
435, 8
436, 8
437, 8
438, 8
439, 8
440, 8
441, 8
442, 8
443, 8
444, 8
445, 8
446, 8
447, 8
448, 8
449, 8
450, 8
451, 8
452, 8
453, 8
454, 8
455, 8
456, 8
457, 8
458, 8
459, 8
460, 8
461, 8
462, 8
463, 8
464, 8
465, 8
466, 8
467, 8
468, 8
469, 8
470, 8
471, 8
472, 8
473, 8
474, 8
475, 8
476, 8
477, 8
478, 8
479, 8
480, 8
481, 8
482, 8
483, 8
484, 8
485, 8
486, 8
487, 8
488, 8
489, 8
490, 8
491, 8
492, 8
493, 8
494, 8
495, 8
496, 8
497, 8
498, 8
499, 8
500, 8
501, 8
502, 8
503, 8
504, 8
505, 8
506, 8
507, 8
508, 8
509, 8
510, 8
511, 8
512, 9
513, 9
514, 9
515, 9
516, 9
517, 9
518, 9
519, 9
520, 9
521, 9
522, 9
523, 9
524, 9
525, 9
526, 9
527, 9
528, 9
529, 9
530, 9
531, 9
532, 9
533, 9
534, 9
535, 9
536, 9
537, 9
538, 9
539, 9
540, 9
541, 9
542, 9
543, 9
544, 9
545, 9
546, 9
547, 9
548, 9
549, 9
550, 9
551, 9
552, 9
553, 9
554, 9
555, 9
556, 9
557, 9
558, 9
559, 9
560, 9
561, 9
562, 9
563, 9
564, 9
565, 9
566, 9
567, 9
568, 9
569, 9
570, 9
571, 9
572, 9
573, 9
574, 9
575, 9
576, 9
577, 9
578, 9
579, 9
580, 9
581, 9
582, 9
583, 9
584, 9
585, 9
586, 9
587, 9
588, 9
589, 9
590, 9
591, 9
592, 9
593, 9
594, 9
595, 9
596, 9
597, 9
598, 9
599, 9
600, 9
601, 9
602, 9
603, 9
604, 9
605, 9
606, 9
607, 9
608, 9
609, 9
610, 9
611, 9
612, 9
613, 9
614, 9
615, 9
616, 9
617, 9
618, 9
619, 9
620, 9
621, 9
622, 9
623, 9
624, 9
625, 9
626, 9
627, 9
628, 9
629, 9
630, 9
631, 9
632, 9
633, 9
634, 9
635, 9
636, 9
637, 9
638, 9
639, 9
640, 9
641, 9
642, 9
643, 9
644, 9
645, 9
646, 9
647, 9
648, 9
649, 9
650, 9
651, 9
652, 9
653, 9
654, 9
655, 9
656, 9
657, 9
658, 9
659, 9
660, 9
661, 9
662, 9
663, 9
664, 9
665, 9
666, 9
667, 9
668, 9
669, 9
670, 9
671, 9
672, 9
673, 9
674, 9
675, 9
676, 9
677, 9
678, 9
679, 9
680, 9
681, 9
682, 9
683, 9
684, 9
685, 9
686, 9
687, 9
688, 9
689, 9
690, 9
691, 9
692, 9
693, 9
694, 9
695, 9
696, 9
697, 9
698, 9
699, 9
700, 9
701, 9
702, 9
703, 9
704, 9
705, 9
706, 9
707, 9
708, 9
709, 9
710, 9
711, 9
712, 9
713, 9
714, 9
715, 9
716, 9
717, 9
718, 9
719, 9
720, 9
721, 9
722, 9
723, 9
724, 9
725, 9
726, 9
727, 9
728, 9
729, 9
730, 9
731, 9
732, 9
733, 9
734, 9
735, 9
736, 9
737, 9
738, 9
739, 9
740, 9
741, 9
742, 9
743, 9
744, 9
745, 9
746, 9
747, 9
748, 9
749, 9
750, 9
751, 9
752, 9
753, 9
754, 9
755, 9
756, 9
757, 9
758, 9
759, 9
760, 9
761, 9
762, 9
763, 9
764, 9
765, 9
766, 9
767, 9
768, 9
769, 9
770, 9
771, 9
772, 9
773, 9
774, 9
775, 9
776, 9
777, 9
778, 9
779, 9
780, 9
781, 9
782, 9
783, 9
784, 9
785, 9
786, 9
787, 9
788, 9
789, 9
790, 9
791, 9
792, 9
793, 9
794, 9
795, 9
796, 9
797, 9
798, 9
799, 9
800, 9
801, 9
802, 9
803, 9
804, 9
805, 9
806, 9
807, 9
808, 9
809, 9
810, 9
811, 9
812, 9
813, 9
814, 9
815, 9
816, 9
817, 9
818, 9
819, 9
820, 9
821, 9
822, 9
823, 9
824, 9
825, 9
826, 9
827, 9
828, 9
829, 9
830, 9
831, 9
832, 9
833, 9
834, 9
835, 9
836, 9
837, 9
838, 9
839, 9
840, 9
841, 9
842, 9
843, 9
844, 9
845, 9
846, 9
847, 9
848, 9
849, 9
850, 9
851, 9
852, 9
853, 9
854, 9
855, 9
856, 9
857, 9
858, 9
859, 9
860, 9
861, 9
862, 9
863, 9
864, 9
865, 9
866, 9
867, 9
868, 9
869, 9
870, 9
871, 9
872, 9
873, 9
874, 9
875, 9
876, 9
877, 9
878, 9
879, 9
880, 9
881, 9
882, 9
883, 9
884, 9
885, 9
886, 9
887, 9
888, 9
889, 9
890, 9
891, 9
892, 9
893, 9
894, 9
895, 9
896, 9
897, 9
898, 9
899, 9
900, 9
901, 9
902, 9
903, 9
904, 9
905, 9
906, 9
907, 9
908, 9
909, 9
910, 9
911, 9
912, 9
913, 9
914, 9
915, 9
916, 9
917, 9
918, 9
919, 9
920, 9
921, 9
922, 9
923, 9
924, 9
925, 9
926, 9
927, 9
928, 9
929, 9
930, 9
931, 9
932, 9
933, 9
934, 9
935, 9
936, 9
937, 9
938, 9
939, 9
940, 9
941, 9
942, 9
943, 9
944, 9
945, 9
946, 9
947, 9
948, 9
949, 9
950, 9
951, 9
952, 9
953, 9
954, 9
955, 9
956, 9
957, 9
958, 9
959, 9
960, 9
961, 9
962, 9
963, 9
964, 9
965, 9
966, 9
967, 9
968, 9
969, 9
970, 9
971, 9
972, 9
973, 9
974, 9
975, 9
976, 9
977, 9
978, 9
979, 9
980, 9
981, 9
982, 9
983, 9
984, 9
985, 9
986, 9
987, 9
988, 9
989, 9
990, 9
991, 9
992, 9
993, 9
994, 9
995, 9
996, 9
997, 9
998, 9
999, 9
1000, 9
